title,author,place_production,date,extents,credits_note,subjects,summary,detail,link
ROYAL NORTHERN YACHT CLUB REGATTAS.,,[Place of production not identified]  : ,1938,['(5.00 mins) : '],"Director, filmed by E.F.L. Mucklow.",amateur,"Shots of the schooner ""Lelanta"", and yachts ""Mafalda"" and ""Margaret"".   See also refs. 0083, 2428, 2429, 2430.  ","silent, black and white",http://movingimage.nls.uk/film/0080
[HIGHLAND GAMES].,,[Place of production not identified]  : ,1952,['(9.45 mins) : '],,amateur -- local topical,"The Fourth Annual Glasgow Highland Gathering at Ibrox Stadium, Glasgow in 1952.","silent, black and white",http://movingimage.nls.uk/film/0081
"ROYAL NATIONAL YACHT CLUB REGATTA, ROTHESAY.",,[Place of production not identified]  : ,1938,['(9.00 mins) : '],"Director, filmed by E.F.L. Mucklow.",amateur,"Yachts are lined up at Hunter's Quay, Argyllshire, ready for racing. See also refs. 0080, 2428, 2429 and 2430.","silent, black and white",http://movingimage.nls.uk/film/0083
SWEDISH OLYMPIC GYMNASTS.,,[Place of production not identified]  : ,1938,['(12 mins) : '],"Director, filmed by J. McRoberts.",Sporting Activities -- Glasgow -- amateur,"Display of gymnastics by the men and women's Swedish Olympic Gymnasts Team in the Kelvin Hall, Glasgow. ","silent, black and white",http://movingimage.nls.uk/film/0084
"ROOTES GROUP, the.",Films of Scotland Committee,[Place of production not identified]  : ,1963,['(20 mins) : '],"Producer, Glasgow Films.","Employment, Industry and Industrial Relations -- Royalty -- Transport -- Glasgow -- documentary -- sponsored -- promotional",The production of the Hillman Imp at the Rootes car factory at Linwood.,"sound, colour",http://movingimage.nls.uk/film/0085
LANARK'S 813th LANIMER DAY.,,[Place of production not identified]  : ,1953,['(10 mins) : '],,"Celebrations, Traditions and Customs -- Ceremonies -- Leisure and Recreation -- Lanarkshire -- local topical","1953 Lanimer Day celebrations in Lanark includes the float procession, coronation of the Lanimer Queen, and Lord Cornet Town Councillor Macpherson. Many of the floats made for the procession celebrate the recent coronation. Includes sound footage of the 1","silent, black and white",http://movingimage.nls.uk/film/0087
LANARK LANIMER DAY.,,[Place of production not identified]  : ,1955,['(6.00 mins) : '],,"Celebrations, Traditions and Customs -- Ceremonies -- Leisure and Recreation -- Local Government -- Lanarkshire -- local topical","Procession of floats through Lanark, coronation of the Lanimer Queen, and the Cornet Flag is carried by Lord Cornet Andrew Inglis, on Thursday, 9th June, 1955. ","silent, black and white",http://movingimage.nls.uk/film/0089
CHARLES RENNIE MACKINTOSH.,,[Place of production not identified]  : ,1965,['(21.00 mins) : '],"Director, [filmed by Louise Annand and William Thomson] ; Producer, SEFA  .","Architecture and Buildings -- Art and Artists, general   -- Restaurants -- Glasgow -- educational -- women film makers","A look at Mackintosh's work, including his own house in Glasgow's Southpark Avenue, Scotland Street School, Cranston's Tea Rooms, and Glasgow's School of Art.  [Viewing copy in colour]. ","sound, colour",http://movingimage.nls.uk/film/0090
"BRITISH MOVIETONE NEWS No 1057A, HER MAJESTY OPENS SCOTTISH EXHIBITION.","RUSSELL, Stanley Livingstone",[Place of production not identified]  : ,1949,['(3.00 mins) : '],"Producer, Movietone News.","Celebrations, Traditions and Customs -- Ceremonies -- Employment, Industry and Industrial Relations -- Royalty -- Glasgow -- newsreel","Queen Elizabeth and Princess Margaret open the Scottish Industries Exhibition at the Kelvin Hall, Glasgow, accompanied by Sir Steven Bilsland.  ","sound, black and white",http://movingimage.nls.uk/film/0096
BLACK AND DECKER LIMITED.,Scottish Films / Thames and Clyde Productions,[Place of production not identified]  : ,1950,['(5 mins) : '],"Producer, Thames and Clyde.","Employment, Industry and Industrial Relations -- promotional",Manufacture of components for Black and Decker tools.  [Incomplete],"sound, black and white",http://movingimage.nls.uk/film/0097
DIE ARMEE DES DUKE.,,[Place of production not identified]  : ,1969,['(13.05 mins) : '],"Director, d. Robert Peter Hertwig  ; Producer, Horst Film Productions.",Leisure and Recreation -- Music -- Morayshire -- Perth -- documentary -- dance -- music,"""Songs of the People: The Duke's Army"": Scottish folk music from Dolina MacLennan, Andy Hunter and the Royal Scottish Country Dance Society. Filmed in Blair Castle.  [German narrative].   ","sound, colour",http://movingimage.nls.uk/film/0098
SCOTLAND'S FOREST FACTORIES.,,[Place of production not identified]  : ,1950,['(30 mins) : '],"Director, d. John Oliver ; Producer, Topical Press Agency.","Employment, Industry and Industrial Relations -- Environment -- sponsored -- promotional","A look at how a tree is felled, and then processed at a timber yard.  ","silent, black and white",http://movingimage.nls.uk/film/0100
NIGHT MAIL.,,[Place of production not identified]  : ,1936,['(9.00 mins  ) : '],"Director, p. Basil Wright and Harry Watt ; Producer, GPO Film Unit.","Arts and Crafts -- Media, Communication and the Creative Industries -- Music -- Transport -- Borders -- documentary -- sponsored","The journey of the ""Postal Special"" from London Euston to Scotland via Crewe.  Express train carries no passengers but is manned entirely by Post Office workers. [Extract only]","sound, black and white",http://movingimage.nls.uk/film/0103
AMATEUR CINEMATOGRAPHY.,"RUSSELL, Stanley Livingstone",[Place of production not identified]  : ,1948,['(3.00 mins) : '],"Director, [d. Stanley Russell] ; Producer, Thames and Clyde.",Aberdeen -- advertising,"Demonstration on how to make a film, made as a trailer for the 10th Scottish Amateur Film Festival held in the Cosmo Cinema, Glasgow.","sound, black and white",http://movingimage.nls.uk/film/0105
GLASGOW'S POLICE.,"RUSSELL, Stanley Livingstone",[Place of production not identified]  : ,1934,['(7.44 mins) : '],"Director, filmed by Stanley L. Russell ; Producer, Meteor Film Producing Society.","Children and Infants -- Crime, Punishment and Law Enforcement -- promotional","Captain Sillitoe speaks about the Glasgow Police as part of an effort to ""de-mystify"" them in the public's eye.  Scenes include police at work in Glasgow, sports day at Hampden Park,and a police parade. ","mute, black and white",http://movingimage.nls.uk/film/0106
FREEDOM OF ABERFELDY.,"HARPER, Alan James",[Place of production not identified]  : ,1943,['(9.00 mins) : '],"Producer, Campbell Harper Films Ltd..",Perth,The town of Aberfeldy during wartime when the women provided a 'home' for Dominion troops on leave.  ,"sound, black and white",http://movingimage.nls.uk/film/0107
"LION AND THE LAMB, the.",,[Place of production not identified]  : ,1950,['(17.00 mins) : '],"Director, d. Stanley L. Russell ; Producer, Thames and Clyde.",sponsored -- instructional,"SPCA inspects farm and transport of livestock, and shows the care of both working animals and pets. Also outlines SPCA's role in rehoming animals, and in educating children about pet care.","sound, black and white",http://movingimage.nls.uk/film/0109
WORLD OF STEEL.,"COOPER, Henry",[Place of production not identified]  : ,1938,['(6.00 mins) : '],"Director, d. Stanley Russell ; Producer, Scottish Film Productions].",Lanarkshire,"Made for screening at the Empire Exhibition Glasgow, the film gives an illustration of steel rolling mill production for girders for the Empire Exhibition Tower.  Extract from 30 minute original full length version (missing).  ","sound, black and white",http://movingimage.nls.uk/film/0111
CROFTER BOY.,"RUSSELL, Stanley Livingstone",[Place of production not identified]  : ,1955,['(17.55 mins) : '],"Director, d. Stanley L. Russell ; Producer, Thames and Clyde.","Buses and Coaches, general -- Celts and Celtic Culture -- Fish and Fishing -- Peat and Peat Cutting",A dramatised documentary of life in a crofting community.  ,"sound, black and white",http://movingimage.nls.uk/film/0112
HOSPITAL TEAM.,,[Place of production not identified]  : ,1945,['(27.00 mins) : '],"Producer, Verity Films Limited.",,"Dramatised career film presenting various opportunities in hospital work, including the work of the radiographer, physiotherapist and dietician. ","sound, black and white",http://movingimage.nls.uk/film/0113 
WAVERLEY STEPS.,,[Place of production not identified]  : ,1948,['(30.24 mins) : '],"Director, d. John Eldridge ; Producer, Greenpark Productions in assoc. with the Film Producers' Guild.","Carriages -- Children and Infants -- Emotions, Attitudes and Behaviour -- Ships and Shipping -- Edinburgh",Dramatised documentary about the inhabitants of Edinburgh during the course of a single day. ,"sound, black and white",http://movingimage.nls.uk/film/0114
LORD PROVOST P.J. DOLLAN VISITS GOVAN SCHOOLS.,,[Place of production not identified]  : ,1941,['(0.51 mins) : '],"Producer, Gaumont British News.",Education -- Glasgow,"Provost and Lady Dollan visit three schools in Govan, Glasgow:  The High School, Greenfield and St. Constantine.  They meet pupils and parents. ","sound, black and white",http://movingimage.nls.uk/film/0115
PRINCESS MARY PRESENTS NEW COLOURS TO ROYAL SCOTS.,"HART, James",[Place of production not identified]  : ,1926,['(6.42 mins) : '],"Director, [filmed by James Hart] .","Ceremonies -- Military, the -- Royalty -- Glasgow -- local topical","Princess Mary, Colonel in Chief of the Royal Scots, presents the new Colours to the 1st Battalion at Maryhill barracks, Glasgow. 4th August, 1926.  [Incomplete]  ","silent, black and white",http://movingimage.nls.uk/film/0116
GROSVENOR TOPICAL NEWS: CHURCH PARADE OF GLASGOW LOWLAND SIGNAL UNITS.,"HART, James",[Place of production not identified]  : ,1926,['(0.55 mins) : '],"Director, [filmed by James Hart].","Ceremonies -- Military, the -- Glasgow -- local topical","Troops in church parade marshalling for inspection in Glasgow on 20th June, 1926. [Incomplete]  ","silent, black and white",http://movingimage.nls.uk/film/0117
[GROSVENOR TOPICAL NEWS]: (BOY SCOUTS PARADE IN GEORGE SQUARE).,"HART, James",[Place of production not identified]  : ,1926,['(0.56 mins) : '],"Director, [attributed to James Hart ].",Ceremonies -- Children and Infants -- Glasgow -- local topical,Boy Scouts parade in Glasgow's George Square. ,"silent, black and white",http://movingimage.nls.uk/film/0118
GROSVENOR TOPICAL NEWS: DAY OF REMEMBRANCE MEMORIAL AT THE GLASGOW CENOTAPH.,"HART, James",[Place of production not identified]  : ,1927,['(5.59 mins) : '],"Director, [filmed by James Hart].","Ceremonies -- Military, the -- War -- Glasgow -- local topical",Parade into George Square of war veterans.   General Sir Ian Hamilton meets some of the men and makes his speech at the Cenotaph.,"silent, black and white",http://movingimage.nls.uk/film/0119
CROFTERS.,,[Place of production not identified]  : ,1945,['(22.12 mins) : '],"Director, d. Ralph Keene ; Producer, Greenpark Productions.","Agriculture -- Lobster Fishing -- Peat and Peat Cutting -- Highlands, the",A look at everyday life in the crofting community of Achriesgill in Sutherland.,"sound, black and white",http://movingimage.nls.uk/film/0120
VICTORY PARADE.,,[Place of production not identified]  : ,1946,['(21.00 mins) : '],"Producer, Castleton Knight Production.","British Empire, the -- Ceremonies -- Military, the -- Royalty -- War -- documentary",Scenes in London when peace was declared on 8th May 1945.  Shots of the motorcade led by Winston Churchill.  The film concludes with footage of the celebrations one year later on the first anniversary of VE Day. ,"sound, colour",http://movingimage.nls.uk/film/0122
CITY SIDELIGHTS NO. 2.,"ELDER, John C",[Place of production not identified]  : ,1952,['(15.13 mins) : '],"Producer, Elder Film Productions.",Sporting Activities -- Glasgow -- Renfrewshire -- cine mag,"A look at some of Glasgow's interesting and historical sites, in particular Kelvingrove Art Gallery and Museum.  The film also includes scenes of the Scottish Flyweight Championship at Paisley on 17th January, 1951.","sound, black and white",http://movingimage.nls.uk/film/0123
"KING'S VISIT TO CANADA, the.",,[Place of production not identified]  : ,1939,['(9.00 mins) : '],"Producer, British Movietone News.",Ceremonies -- Royalty -- newsreel,"The King and Queen tour Canada, and then visit the World Fair in New York. ","silent, black and white",http://movingimage.nls.uk/film/0128
MAJORCAN MEDLEY: A Study of the Peasant Life of the Island.,,[Place of production not identified]  : ,1953,['(16.20 mins) : '],"Director, filmed by Nettie McGavin.",Agriculture -- Fish and Fishing -- Tourism and Travel -- documentary -- amateur -- travelogue -- women film makers,Scenes of local life on Majorca including shots of local fishing and the Fiesta in Valldemosa.  The film also looks at the Moorish influence on the island's buildings.,"silent, colour",http://movingimage.nls.uk/film/0133
HIMALAYAN HOLIDAY.,,[Place of production not identified]  : ,1953,['(17.37 mins) : '],"Director, filmed by Nettie McGavin.",Children and Infants -- Food and Drink -- Landscapes and Seascapes -- Religion -- Tourism and Travel -- Transport -- documentary -- amateur -- travelogue -- women film makers,"A sunrise in Darjeeling, shots of Mount Everest, rice threshing and a visit to Dr. Graham's Childrens Home in Kalimpong are featured in this amateur holiday film.  ","silent, colour",http://movingimage.nls.uk/film/0134
GLASGOW TAKES CARE OF ITS OLD FOLK.,"RUSSELL, Stanley Livingstone",[Place of production not identified]  : ,1959,['(9.34 mins) : '],"Director, d. Stanley L. Russell ; Producer, Thames and Clyde.",Institutional Care -- Leisure and Recreation -- Residential Homes for the Elderly -- Glasgow,"How Glasgow takes care of its old people through the provision of Old Folks' Homes, including Forest Hall, Crookston Home, and Woodburn Home.  ","sound, black and white",http://movingimage.nls.uk/film/0135
HOLIDAYING IN HARRIS.,,[Place of production not identified]  : ,1938,['(12.42 mins) : '],"Director, [filmed by Nat and Nettie McGavin].",Agriculture -- Celts and Celtic Culture -- Ferries -- Fish and Fishing -- Fish Gutting -- Fishing Boats -- Fishwives -- Peat and Peat Cutting -- Spinning -- documentary -- amateur -- travelogue -- women film makers,A look at life in Harris including its fishing industry and the making of Harris tweed. ,"silent, black and white",http://movingimage.nls.uk/film/0136
IDLING IN INDIA.,,[Place of production not identified]  : ,1939,['(27.00 mins) : '],"Director, filmed by Nettie McGavin.","Agriculture -- British Empire, the -- Canoeing -- Reptiles -- Tourism and Travel -- documentary -- amateur -- travelogue -- women film makers","A holiday film taken in India, with a tour to Delhi, the Mohammedan Mosque, the Taj Mahal, the Punjab, Calcutta and Madras.","silent, colour",http://movingimage.nls.uk/film/0140
"CONSTRUCTION OF THE KING GEORGE V BRIDGE, GLASGOW.",,[Place of production not identified]  : ,1927,['(34.57 mins) : '],"Director, [attributed to Kenneth Dundas].","Construction and Engineering -- Employment, Industry and Industrial Relations -- Local Government -- Transport -- Water and Waterways -- Glasgow -- amateur","A record of the construction of George V Bridge in Glasgow by Melville, Dundas & Whitson Ltd made by one of the company directors.","silent, black and white",http://movingimage.nls.uk/film/0141
"GAUMONT BRITISH NEWS No. 2033, ROYAL VISIT TO SCOTLAND.",,[Place of production not identified]  : ,1953,['(10 mins) : '],"Producer, Gaumont British News.",Ceremonies -- Royalty -- Lanarkshire -- newsreel,"The King and Queen tour Canada, and then visit the World Fair in New York. ","sound, black and white",http://movingimage.nls.uk/film/0142
